"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"17.06.2021 16:45 - 17.06.2021 17:00","62462","66034"
"17.06.2021 17:00 - 17.06.2021 17:15","62420","65698"
"17.06.2021 17:15 - 17.06.2021 17:30","61809","65137"
"17.06.2021 17:30 - 17.06.2021 17:45","61345","64687"
"17.06.2021 17:45 - 17.06.2021 18:00","60951","64316"
"17.06.2021 18:00 - 17.06.2021 18:15","60514","63790"
"17.06.2021 18:15 - 17.06.2021 18:30","59783","63008"
"17.06.2021 18:30 - 17.06.2021 18:45","59073","62491"
"17.06.2021 18:45 - 17.06.2021 19:00","58479","61837"
"17.06.2021 19:00 - 17.06.2021 19:15","57625","61374"
"17.06.2021 19:15 - 17.06.2021 19:30","56964","60866"
"17.06.2021 19:30 - 17.06.2021 19:45","56612","60312"
"17.06.2021 19:45 - 17.06.2021 20:00","56048","59950"
"17.06.2021 20:00 - 17.06.2021 20:15","55580","59675"
"17.06.2021 20:15 - 17.06.2021 20:30","55186","59178"
"17.06.2021 20:30 - 17.06.2021 20:45","54203","58059"
"17.06.2021 20:45 - 17.06.2021 21:00","53479","57432"
"17.06.2021 21:00 - 17.06.2021 21:15","52304","56161"
"17.06.2021 21:15 - 17.06.2021 21:30","51629","54951"
"17.06.2021 21:30 - 17.06.2021 21:45","50663","54224"
"17.06.2021 21:45 - 17.06.2021 22:00","50206","53656"
"17.06.2021 22:00 - 17.06.2021 22:15","49893","52106"
"17.06.2021 22:15 - 17.06.2021 22:30","49421","51783"
"17.06.2021 22:30 - 17.06.2021 22:45","48974","51193"
"17.06.2021 22:45 - 17.06.2021 23:00","48542","50757"
"17.06.2021 23:00 - 17.06.2021 23:15","47837","49999"
"17.06.2021 23:15 - 17.06.2021 23:30","47419","49504"
"17.06.2021 23:30 - 17.06.2021 23:45","47142","49215"
"17.06.2021 23:45 - 18.06.2021 00:00","46905","49021"
"18.06.2021 00:00 - 18.06.2021 00:15","46251","48228"
"18.06.2021 00:15 - 18.06.2021 00:30","46295","48002"
"18.06.2021 00:30 - 18.06.2021 00:45","46042","48076"
"18.06.2021 00:45 - 18.06.2021 01:00","46095","48024"
"18.06.2021 01:00 - 18.06.2021 01:15","45938","48397"
"18.06.2021 01:15 - 18.06.2021 01:30","45960","48106"
"18.06.2021 01:30 - 18.06.2021 01:45","46057","48258"
"18.06.2021 01:45 - 18.06.2021 02:00","46071","48154"
"18.06.2021 02:00 - 18.06.2021 02:15","46526","48374"
"18.06.2021 02:15 - 18.06.2021 02:30","46816","48689"
"18.06.2021 02:30 - 18.06.2021 02:45","47191","48691"
"18.06.2021 02:45 - 18.06.2021 03:00","47583","48939"
"18.06.2021 03:00 - 18.06.2021 03:15","48389","49767"
"18.06.2021 03:15 - 18.06.2021 03:30","47236","50246"
"18.06.2021 03:30 - 18.06.2021 03:45","47190","51197"
"18.06.2021 03:45 - 18.06.2021 04:00","48847","52440"
"18.06.2021 04:00 - 18.06.2021 04:15","50429","55693"
"18.06.2021 04:15 - 18.06.2021 04:30","52957","57188"
"18.06.2021 04:30 - 18.06.2021 04:45","54762","58341"
"18.06.2021 04:45 - 18.06.2021 05:00","56165","59692"
"18.06.2021 05:00 - 18.06.2021 05:15","57912","61796"
"18.06.2021 05:15 - 18.06.2021 05:30","59570","63114"
"18.06.2021 05:30 - 18.06.2021 05:45","60693","63993"
"18.06.2021 05:45 - 18.06.2021 06:00","61722","65406"
"18.06.2021 06:00 - 18.06.2021 06:15","62303","66654"
"18.06.2021 06:15 - 18.06.2021 06:30","63055","67228"
"18.06.2021 06:30 - 18.06.2021 06:45","63709","67660"
"18.06.2021 06:45 - 18.06.2021 07:00","64491","67841"
"18.06.2021 07:00 - 18.06.2021 07:15","63935","67947"
"18.06.2021 07:15 - 18.06.2021 07:30","64647","68495"
"18.06.2021 07:30 - 18.06.2021 07:45","65105","69000"
"18.06.2021 07:45 - 18.06.2021 08:00","65799","69525"
"18.06.2021 08:00 - 18.06.2021 08:15","65802","69648"
"18.06.2021 08:15 - 18.06.2021 08:30","66218","70044"
"18.06.2021 08:30 - 18.06.2021 08:45","66866","70719"
"18.06.2021 08:45 - 18.06.2021 09:00","67450","71301"
"18.06.2021 09:00 - 18.06.2021 09:15","67734","70658"
"18.06.2021 09:15 - 18.06.2021 09:30","68373","70968"
"18.06.2021 09:30 - 18.06.2021 09:45","68904","71342"
"18.06.2021 09:45 - 18.06.2021 10:00","69243","71126"
"18.06.2021 10:00 - 18.06.2021 10:15","68777","70563"
"18.06.2021 10:15 - 18.06.2021 10:30","68935","70482"
"18.06.2021 10:30 - 18.06.2021 10:45","68880","70205"
"18.06.2021 10:45 - 18.06.2021 11:00","68716","69907"
"18.06.2021 11:00 - 18.06.2021 11:15","68432","69729"
"18.06.2021 11:15 - 18.06.2021 11:30","67933","69483"
"18.06.2021 11:30 - 18.06.2021 11:45","67472","68903"
"18.06.2021 11:45 - 18.06.2021 12:00","66943","68183"
"18.06.2021 12:00 - 18.06.2021 12:15","66409","67991"
"18.06.2021 12:15 - 18.06.2021 12:30","66318","67672"
"18.06.2021 12:30 - 18.06.2021 12:45","66067","67210"
"18.06.2021 12:45 - 18.06.2021 13:00","65511","66978"
"18.06.2021 13:00 - 18.06.2021 13:15","65285","66974"
"18.06.2021 13:15 - 18.06.2021 13:30","65047","66658"
"18.06.2021 13:30 - 18.06.2021 13:45","64647","66200"
"18.06.2021 13:45 - 18.06.2021 14:00","63982","65718"
"18.06.2021 14:00 - 18.06.2021 14:15","63866","65918"
"18.06.2021 14:15 - 18.06.2021 14:30","63691","65569"
"18.06.2021 14:30 - 18.06.2021 14:45","62973","65172"
"18.06.2021 14:45 - 18.06.2021 15:00","62798","64914"
"18.06.2021 15:00 - 18.06.2021 15:15","62940","64812"
"18.06.2021 15:15 - 18.06.2021 15:30","62649","64568"
"18.06.2021 15:30 - 18.06.2021 15:45","62586","64699"
"18.06.2021 15:45 - 18.06.2021 16:00","62135","64765"
"18.06.2021 16:00 - 18.06.2021 16:15","61873","64486"
"18.06.2021 16:15 - 18.06.2021 16:30","61138","64298"
"18.06.2021 16:30 - 18.06.2021 16:45","60833","63826"
"18.06.2021 16:45 - 18.06.2021 17:00","60595","63870"
"18.06.2021 17:00 - 18.06.2021 17:15","60334","63830"
"18.06.2021 17:15 - 18.06.2021 17:30","59783","63133"
"18.06.2021 17:30 - 18.06.2021 17:45","59480","63067"
"18.06.2021 17:45 - 18.06.2021 18:00","59132","62577"
"18.06.2021 18:00 - 18.06.2021 18:15","58209","62119"
"18.06.2021 18:15 - 18.06.2021 18:30","57518","61274"
"18.06.2021 18:30 - 18.06.2021 18:45","57031","60349"
"18.06.2021 18:45 - 18.06.2021 19:00","56316","59739"
"18.06.2021 19:00 - 18.06.2021 19:15","55546","58999"
"18.06.2021 19:15 - 18.06.2021 19:30","54845","58269"
"18.06.2021 19:30 - 18.06.2021 19:45","54662","57762"
"18.06.2021 19:45 - 18.06.2021 20:00","54353","57288"
"18.06.2021 20:00 - 18.06.2021 20:15","53973","57205"
"18.06.2021 20:15 - 18.06.2021 20:30","53654","57015"
"18.06.2021 20:30 - 18.06.2021 20:45","53061","56403"
"18.06.2021 20:45 - 18.06.2021 21:00","52687","56015"
"18.06.2021 21:00 - 18.06.2021 21:15","51412","55049"
"18.06.2021 21:15 - 18.06.2021 21:30","50898","54484"
"18.06.2021 21:30 - 18.06.2021 21:45","50176","53414"
"18.06.2021 21:45 - 18.06.2021 22:00","49534","52654"
"18.06.2021 22:00 - 18.06.2021 22:15","46997","51811"
"18.06.2021 22:15 - 18.06.2021 22:30","46344","51558"
"18.06.2021 22:30 - 18.06.2021 22:45","45872","50594"
"18.06.2021 22:45 - 18.06.2021 23:00","45422","49921"
"18.06.2021 23:00 - 18.06.2021 23:15","44879","48729"
"18.06.2021 23:15 - 18.06.2021 23:30","44413","47902"
"18.06.2021 23:30 - 18.06.2021 23:45","44071","47162"
"18.06.2021 23:45 - 19.06.2021 00:00","43677","46701"
"19.06.2021 00:00 - 19.06.2021 00:15","43314","46021"
"19.06.2021 00:15 - 19.06.2021 00:30","43227","45709"
"19.06.2021 00:30 - 19.06.2021 00:45","42736","45993"
"19.06.2021 00:45 - 19.06.2021 01:00","42557","45497"
"19.06.2021 01:00 - 19.06.2021 01:15","42287","45560"
"19.06.2021 01:15 - 19.06.2021 01:30","42252","45226"
"19.06.2021 01:30 - 19.06.2021 01:45","42172","45202"
"19.06.2021 01:45 - 19.06.2021 02:00","42221","45318"
"19.06.2021 02:00 - 19.06.2021 02:15","42303","45564"
"19.06.2021 02:15 - 19.06.2021 02:30","42248","45556"
"19.06.2021 02:30 - 19.06.2021 02:45","42267","45337"
"19.06.2021 02:45 - 19.06.2021 03:00","42184","45069"
"19.06.2021 03:00 - 19.06.2021 03:15","42141","44916"
"19.06.2021 03:15 - 19.06.2021 03:30","40534","44616"
"19.06.2021 03:30 - 19.06.2021 03:45","40116","44940"
"19.06.2021 03:45 - 19.06.2021 04:00","40600","45266"
"19.06.2021 04:00 - 19.06.2021 04:15","40402","46440"
"19.06.2021 04:15 - 19.06.2021 04:30","41512","46861"
"19.06.2021 04:30 - 19.06.2021 04:45","42299","47572"
"19.06.2021 04:45 - 19.06.2021 05:00","43156","48215"
"19.06.2021 05:00 - 19.06.2021 05:15","44452","49367"
"19.06.2021 05:15 - 19.06.2021 05:30","45499","50183"
"19.06.2021 05:30 - 19.06.2021 05:45","46630","51016"
"19.06.2021 05:45 - 19.06.2021 06:00","47780","51994"
"19.06.2021 06:00 - 19.06.2021 06:15","49290","53446"
"19.06.2021 06:15 - 19.06.2021 06:30","50285","54235"
"19.06.2021 06:30 - 19.06.2021 06:45","51382","55052"
"19.06.2021 06:45 - 19.06.2021 07:00","52438","55576"
"19.06.2021 07:00 - 19.06.2021 07:15","53526","56158"
"19.06.2021 07:15 - 19.06.2021 07:30","54253","57108"
"19.06.2021 07:30 - 19.06.2021 07:45","55083","57858"
"19.06.2021 07:45 - 19.06.2021 08:00","56028","58617"
"19.06.2021 08:00 - 19.06.2021 08:15","56553","58344"
"19.06.2021 08:15 - 19.06.2021 08:30","57451","58914"
"19.06.2021 08:30 - 19.06.2021 08:45","57876","59600"
"19.06.2021 08:45 - 19.06.2021 09:00","58517","59692"
"19.06.2021 09:00 - 19.06.2021 09:15","59106","59741"
"19.06.2021 09:15 - 19.06.2021 09:30","59283","59883"
"19.06.2021 09:30 - 19.06.2021 09:45","59477","60126"
"19.06.2021 09:45 - 19.06.2021 10:00","59621","59768"
"19.06.2021 10:00 - 19.06.2021 10:15","59937","58970"
"19.06.2021 10:15 - 19.06.2021 10:30","59901","58924"
"19.06.2021 10:30 - 19.06.2021 10:45","59847","58781"
"19.06.2021 10:45 - 19.06.2021 11:00","59706","58364"
"19.06.2021 11:00 - 19.06.2021 11:15","59417","57814"
"19.06.2021 11:15 - 19.06.2021 11:30","58871","57476"
"19.06.2021 11:30 - 19.06.2021 11:45","58168","56926"
"19.06.2021 11:45 - 19.06.2021 12:00","58093","56385"
"19.06.2021 12:00 - 19.06.2021 12:15","57736","55952"
"19.06.2021 12:15 - 19.06.2021 12:30","57588","55615"
"19.06.2021 12:30 - 19.06.2021 12:45","57465","55390"
"19.06.2021 12:45 - 19.06.2021 13:00","57233","55013"
"19.06.2021 13:00 - 19.06.2021 13:15","56896","55066"
"19.06.2021 13:15 - 19.06.2021 13:30","56751","55029"
"19.06.2021 13:30 - 19.06.2021 13:45","56497","54499"
"19.06.2021 13:45 - 19.06.2021 14:00","56182","54516"
"19.06.2021 14:00 - 19.06.2021 14:15","56407","54573"
"19.06.2021 14:15 - 19.06.2021 14:30","55756","54678"
"19.06.2021 14:30 - 19.06.2021 14:45","55534","54316"
"19.06.2021 14:45 - 19.06.2021 15:00","55693","54038"
"19.06.2021 15:00 - 19.06.2021 15:15","56074","54890"
"19.06.2021 15:15 - 19.06.2021 15:30","56014","55042"
"19.06.2021 15:30 - 19.06.2021 15:45","56155","54944"
"19.06.2021 15:45 - 19.06.2021 16:00","56042","55247"
"19.06.2021 16:00 - 19.06.2021 16:15","56220","55060"
"19.06.2021 16:15 - 19.06.2021 16:30","55887","54426"
"19.06.2021 16:30 - 19.06.2021 16:45","55636","54071"
"19.06.2021 16:45 - 19.06.2021 17:00","55523","54531"
"19.06.2021 17:00 - 19.06.2021 17:15","54995","54111"
"19.06.2021 17:15 - 19.06.2021 17:30","54353","53149"
"19.06.2021 17:30 - 19.06.2021 17:45","54085","52732"
"19.06.2021 17:45 - 19.06.2021 18:00","52913","52449"
"19.06.2021 18:00 - 19.06.2021 18:15","52385","52643"
"19.06.2021 18:15 - 19.06.2021 18:30","51909","52115"
"19.06.2021 18:30 - 19.06.2021 18:45","51412","51366"
"19.06.2021 18:45 - 19.06.2021 19:00","50834","50969"
"19.06.2021 19:00 - 19.06.2021 19:15","49994","50464"
"19.06.2021 19:15 - 19.06.2021 19:30","49490","49992"
"19.06.2021 19:30 - 19.06.2021 19:45","49434","49906"
"19.06.2021 19:45 - 19.06.2021 20:00","49155","50087"
"19.06.2021 20:00 - 19.06.2021 20:15","49207","49703"
"19.06.2021 20:15 - 19.06.2021 20:30","48949","49459"
"19.06.2021 20:30 - 19.06.2021 20:45","48292","48845"
"19.06.2021 20:45 - 19.06.2021 21:00","47763","48316"
"19.06.2021 21:00 - 19.06.2021 21:15","46969","47345"
"19.06.2021 21:15 - 19.06.2021 21:30","46514","46801"
"19.06.2021 21:30 - 19.06.2021 21:45","45890","46061"
"19.06.2021 21:45 - 19.06.2021 22:00","45177","45568"
"19.06.2021 22:00 - 19.06.2021 22:15","44533","45361"
"19.06.2021 22:15 - 19.06.2021 22:30","44203","45361"
"19.06.2021 22:30 - 19.06.2021 22:45","43824","44707"
"19.06.2021 22:45 - 19.06.2021 23:00","43216","44026"
"19.06.2021 23:00 - 19.06.2021 23:15","42853","43040"
"19.06.2021 23:15 - 19.06.2021 23:30","42382","42911"
"19.06.2021 23:30 - 19.06.2021 23:45","41919","42668"
"19.06.2021 23:45 - 20.06.2021 00:00","41842","42360"
"20.06.2021 00:00 - 20.06.2021 00:15","41367","42086"
"20.06.2021 00:15 - 20.06.2021 00:30","41517","41860"
"20.06.2021 00:30 - 20.06.2021 00:45","41155","42039"
"20.06.2021 00:45 - 20.06.2021 01:00","41121","41956"
"20.06.2021 01:00 - 20.06.2021 01:15","40683","42009"
"20.06.2021 01:15 - 20.06.2021 01:30","40368","41508"
"20.06.2021 01:30 - 20.06.2021 01:45","40095","41461"
"20.06.2021 01:45 - 20.06.2021 02:00","40053","41075"
"20.06.2021 02:00 - 20.06.2021 02:15","40269","40823"
"20.06.2021 02:15 - 20.06.2021 02:30","40338","40336"
"20.06.2021 02:30 - 20.06.2021 02:45","40202","39988"
"20.06.2021 02:45 - 20.06.2021 03:00","40157","40333"
"20.06.2021 03:00 - 20.06.2021 03:15","40041","40762"
"20.06.2021 03:15 - 20.06.2021 03:30","38342","40402"
"20.06.2021 03:30 - 20.06.2021 03:45","37492","40654"
"20.06.2021 03:45 - 20.06.2021 04:00","37893","41008"
"20.06.2021 04:00 - 20.06.2021 04:15","37310","41912"
"20.06.2021 04:15 - 20.06.2021 04:30","38407","42354"
"20.06.2021 04:30 - 20.06.2021 04:45","38999","42845"
"20.06.2021 04:45 - 20.06.2021 05:00","39631","43463"
"20.06.2021 05:00 - 20.06.2021 05:15","40279","44061"
"20.06.2021 05:15 - 20.06.2021 05:30","40925","44698"
"20.06.2021 05:30 - 20.06.2021 05:45","41986","45485"
"20.06.2021 05:45 - 20.06.2021 06:00","43009","45804"
"20.06.2021 06:00 - 20.06.2021 06:15","44222","46240"
"20.06.2021 06:15 - 20.06.2021 06:30","45470","46867"
"20.06.2021 06:30 - 20.06.2021 06:45","46588","47395"
"20.06.2021 06:45 - 20.06.2021 07:00","47690","48102"
"20.06.2021 07:00 - 20.06.2021 07:15","48514","48752"
"20.06.2021 07:15 - 20.06.2021 07:30","49682","48982"
"20.06.2021 07:30 - 20.06.2021 07:45","50295","49618"
"20.06.2021 07:45 - 20.06.2021 08:00","51176","50457"
"20.06.2021 08:00 - 20.06.2021 08:15","51975","50973"
"20.06.2021 08:15 - 20.06.2021 08:30","52907","51895"
"20.06.2021 08:30 - 20.06.2021 08:45","53608","52502"
"20.06.2021 08:45 - 20.06.2021 09:00","54073","52913"
"20.06.2021 09:00 - 20.06.2021 09:15","54449","53685"
"20.06.2021 09:15 - 20.06.2021 09:30","55269","54467"
"20.06.2021 09:30 - 20.06.2021 09:45","55985","54924"
"20.06.2021 09:45 - 20.06.2021 10:00","56079","55236"
"20.06.2021 10:00 - 20.06.2021 10:15","55852","54750"
"20.06.2021 10:15 - 20.06.2021 10:30","55530","54359"
"20.06.2021 10:30 - 20.06.2021 10:45","55400","54303"
"20.06.2021 10:45 - 20.06.2021 11:00","54956","53780"
"20.06.2021 11:00 - 20.06.2021 11:15","54429","53502"
"20.06.2021 11:15 - 20.06.2021 11:30","53885","52907"
"20.06.2021 11:30 - 20.06.2021 11:45","53578","52676"
"20.06.2021 11:45 - 20.06.2021 12:00","53187","51747"
"20.06.2021 12:00 - 20.06.2021 12:15","52955","51152"
"20.06.2021 12:15 - 20.06.2021 12:30","52729","50664"
"20.06.2021 12:30 - 20.06.2021 12:45","52529","50194"
"20.06.2021 12:45 - 20.06.2021 13:00","52088","50070"
"20.06.2021 13:00 - 20.06.2021 13:15","51770","49803"
"20.06.2021 13:15 - 20.06.2021 13:30","51527","49539"
"20.06.2021 13:30 - 20.06.2021 13:45","51339","49461"
"20.06.2021 13:45 - 20.06.2021 14:00","50991","49300"
"20.06.2021 14:00 - 20.06.2021 14:15","50931","49682"
"20.06.2021 14:15 - 20.06.2021 14:30","50345","49442"
"20.06.2021 14:30 - 20.06.2021 14:45","50336","49607"
"20.06.2021 14:45 - 20.06.2021 15:00","50236","50071"
"20.06.2021 15:00 - 20.06.2021 15:15","50840","50666"
"20.06.2021 15:15 - 20.06.2021 15:30","50736","50731"
"20.06.2021 15:30 - 20.06.2021 15:45","50936","51164"
"20.06.2021 15:45 - 20.06.2021 16:00","51238","51413"
"20.06.2021 16:00 - 20.06.2021 16:15","51641","51886"
"20.06.2021 16:15 - 20.06.2021 16:30","51518","51848"
"20.06.2021 16:30 - 20.06.2021 16:45","51515","51310"
"20.06.2021 16:45 - 20.06.2021 17:00","51281","51359"
"20.06.2021 17:00 - 20.06.2021 17:15","51184","51857"
"20.06.2021 17:15 - 20.06.2021 17:30","50309","51502"
"20.06.2021 17:30 - 20.06.2021 17:45","50349","51246"
"20.06.2021 17:45 - 20.06.2021 18:00","50016","51098"
"20.06.2021 18:00 - 20.06.2021 18:15","49879","51061"
"20.06.2021 18:15 - 20.06.2021 18:30","49398","50818"
"20.06.2021 18:30 - 20.06.2021 18:45","49135","50492"
"20.06.2021 18:45 - 20.06.2021 19:00","48617","50267"
"20.06.2021 19:00 - 20.06.2021 19:15","47953","50064"
"20.06.2021 19:15 - 20.06.2021 19:30","47634","49598"
"20.06.2021 19:30 - 20.06.2021 19:45","47682","49165"
"20.06.2021 19:45 - 20.06.2021 20:00","47677","49721"
"20.06.2021 20:00 - 20.06.2021 20:15","47683","50148"
"20.06.2021 20:15 - 20.06.2021 20:30","47611","49685"
"20.06.2021 20:30 - 20.06.2021 20:45","47213","49062"
"20.06.2021 20:45 - 20.06.2021 21:00","46941","48342"
"20.06.2021 21:00 - 20.06.2021 21:15","46041","48316"
"20.06.2021 21:15 - 20.06.2021 21:30","45554","47787"
"20.06.2021 21:30 - 20.06.2021 21:45","45052","47524"
"20.06.2021 21:45 - 20.06.2021 22:00","44609","47196"
"20.06.2021 22:00 - 20.06.2021 22:15","44046","46828"
"20.06.2021 22:15 - 20.06.2021 22:30","43731","46005"
"20.06.2021 22:30 - 20.06.2021 22:45","43382","45325"
"20.06.2021 22:45 - 20.06.2021 23:00","43032","44960"
"20.06.2021 23:00 - 20.06.2021 23:15","42344","43789"
"20.06.2021 23:15 - 20.06.2021 23:30","42227","43404"
"20.06.2021 23:30 - 20.06.2021 23:45","42097","42895"
"20.06.2021 23:45 - 21.06.2021 00:00","41876","42768"
"21.06.2021 00:00 - 21.06.2021 00:15","41664","42601"
"21.06.2021 00:15 - 21.06.2021 00:30","41703","42697"
"21.06.2021 00:30 - 21.06.2021 00:45","41545","42721"
"21.06.2021 00:45 - 21.06.2021 01:00","41647","42989"
"21.06.2021 01:00 - 21.06.2021 01:15","41584","43355"
"21.06.2021 01:15 - 21.06.2021 01:30","41609","43794"
"21.06.2021 01:30 - 21.06.2021 01:45","41753","44011"
"21.06.2021 01:45 - 21.06.2021 02:00","41852","44458"
"21.06.2021 02:00 - 21.06.2021 02:15","42600","45063"
"21.06.2021 02:15 - 21.06.2021 02:30","43054","45275"
"21.06.2021 02:30 - 21.06.2021 02:45","43426","45449"
"21.06.2021 02:45 - 21.06.2021 03:00","43893","46058"
"21.06.2021 03:00 - 21.06.2021 03:15","45062","46683"
"21.06.2021 03:15 - 21.06.2021 03:30","45285","47050"
"21.06.2021 03:30 - 21.06.2021 03:45","45679","47792"
"21.06.2021 03:45 - 21.06.2021 04:00","47343","49516"
"21.06.2021 04:00 - 21.06.2021 04:15","50239","53357"
"21.06.2021 04:15 - 21.06.2021 04:30","52239","55237"
"21.06.2021 04:30 - 21.06.2021 04:45","53832","56619"
"21.06.2021 04:45 - 21.06.2021 05:00","55431","58103"
"21.06.2021 05:00 - 21.06.2021 05:15","57890","59951"
"21.06.2021 05:15 - 21.06.2021 05:30","59461","61160"
"21.06.2021 05:30 - 21.06.2021 05:45","60666","62345"
"21.06.2021 05:45 - 21.06.2021 06:00","61904","63448"
"21.06.2021 06:00 - 21.06.2021 06:15","62668","65003"
"21.06.2021 06:15 - 21.06.2021 06:30","63644","65867"
"21.06.2021 06:30 - 21.06.2021 06:45","64161","66563"
"21.06.2021 06:45 - 21.06.2021 07:00","64899","67140"
"21.06.2021 07:00 - 21.06.2021 07:15","64849","67546"
"21.06.2021 07:15 - 21.06.2021 07:30","65183","67982"
"21.06.2021 07:30 - 21.06.2021 07:45","65870","68475"
"21.06.2021 07:45 - 21.06.2021 08:00","66470","68954"
"21.06.2021 08:00 - 21.06.2021 08:15","66867","69146"
"21.06.2021 08:15 - 21.06.2021 08:30","67204","69362"
"21.06.2021 08:30 - 21.06.2021 08:45","67965","69719"
"21.06.2021 08:45 - 21.06.2021 09:00","68552","70056"
"21.06.2021 09:00 - 21.06.2021 09:15","68987","70544"
"21.06.2021 09:15 - 21.06.2021 09:30","69311","70564"
"21.06.2021 09:30 - 21.06.2021 09:45","69423","70771"
"21.06.2021 09:45 - 21.06.2021 10:00","69662","70896"
"21.06.2021 10:00 - 21.06.2021 10:15","69518","70355"
"21.06.2021 10:15 - 21.06.2021 10:30","69578","70145"
"21.06.2021 10:30 - 21.06.2021 10:45","69588","69908"
"21.06.2021 10:45 - 21.06.2021 11:00","69541","69647"
"21.06.2021 11:00 - 21.06.2021 11:15","69284","69613"
"21.06.2021 11:15 - 21.06.2021 11:30","69120","69306"
"21.06.2021 11:30 - 21.06.2021 11:45","68439","68877"
"21.06.2021 11:45 - 21.06.2021 12:00","68022","68447"
"21.06.2021 12:00 - 21.06.2021 12:15","67761","68156"
"21.06.2021 12:15 - 21.06.2021 12:30","67641","68230"
"21.06.2021 12:30 - 21.06.2021 12:45","67368","67838"
"21.06.2021 12:45 - 21.06.2021 13:00","67149","67667"
"21.06.2021 13:00 - 21.06.2021 13:15","66724","67281"
"21.06.2021 13:15 - 21.06.2021 13:30","66470","67036"
"21.06.2021 13:30 - 21.06.2021 13:45","65869","66358"
"21.06.2021 13:45 - 21.06.2021 14:00","65288","65947"
"21.06.2021 14:00 - 21.06.2021 14:15","65175","65609"
"21.06.2021 14:15 - 21.06.2021 14:30","64627","65755"
"21.06.2021 14:30 - 21.06.2021 14:45","64215","65635"
"21.06.2021 14:45 - 21.06.2021 15:00","63916","65292"
"21.06.2021 15:00 - 21.06.2021 15:15","64367","65218"
"21.06.2021 15:15 - 21.06.2021 15:30","64167","65489"
"21.06.2021 15:30 - 21.06.2021 15:45","64134","65555"
"21.06.2021 15:45 - 21.06.2021 16:00","63848","65478"
"21.06.2021 16:00 - 21.06.2021 16:15","63969","65617"
"21.06.2021 16:15 - 21.06.2021 16:30","63554","65081"
"21.06.2021 16:30 - 21.06.2021 16:45","63118","65006"
"21.06.2021 16:45 - 21.06.2021 17:00","62955","64868"
"21.06.2021 17:00 - 21.06.2021 17:15","62980","64567"
"21.06.2021 17:15 - 21.06.2021 17:30","62060","64013"
"21.06.2021 17:30 - 21.06.2021 17:45","61919","63850"
"21.06.2021 17:45 - 21.06.2021 18:00","61549","63392"
"21.06.2021 18:00 - 21.06.2021 18:15","61004","63096"
"21.06.2021 18:15 - 21.06.2021 18:30","60177","62491"
"21.06.2021 18:30 - 21.06.2021 18:45","59667","62023"
"21.06.2021 18:45 - 21.06.2021 19:00","58926","61617"
"21.06.2021 19:00 - 21.06.2021 19:15","58075","60837"
"21.06.2021 19:15 - 21.06.2021 19:30","57500","59939"
"21.06.2021 19:30 - 21.06.2021 19:45","57017","59476"
"21.06.2021 19:45 - 21.06.2021 20:00","56498","59007"
"21.06.2021 20:00 - 21.06.2021 20:15","56077","58431"
"21.06.2021 20:15 - 21.06.2021 20:30","55689","57421"
